Date,Hour,Time of Day,Channel,Service Type,Ad Spend,Conversions,Revenue,Customer Type
2025-03-02,20,Evening,Online,Premium,49.76,3,292.74,Returning
2024-11-11,11,Morning,Walk-in,Deluxe,56.9,2,202.93,Returning
2024-12-13,15,Afternoon,Phone,Premium,34.21,7,376.22,New
2024-10-01,15,Afternoon,Walk-in,Deluxe,83.65,0,0,Returning
2024-12-01,16,Afternoon,Phone,Premium,72.8,1,162.82,Returning
2024-07-30,13,Afternoon,Online,Deluxe,45.25,0,0,Returning
2024-07-17,21,Night,Phone,Deluxe,80.36,4,663.88,New
2024-07-29,12,Afternoon,Phone,Deluxe,15.32,2,33.7,New
2025-01-31,16,Afternoon,Walk-in,Deluxe,39.22,1,93.28,Returning
2025-01-30,20,Evening,Walk-in,Basic,44.8,6,444.51,New
2024-06-06,18,Evening,Walk-in,Basic,73.25,1,113.93,New
2024-12-21,18,Evening,Walk-in,Basic,73.14,3,496.79,Returning
2025-01-09,10,Morning,Online,Premium,59.52,3,323.71,Returning
2024-08-10,18,Evening,Walk-in,Deluxe,33.07,5,298.11,Returning
2024-08-29,17,Evening,Walk-in,Premium,11.13,2,20.55,New
2025-01-24,10,Morning,Phone,Basic,72.24,6,709.04,New
2025-03-03,10,Morning,Phone,Deluxe,26.86,6,398.53,Returning
2024-12-19,11,Morning,Online,Deluxe,85.29,6,688.83,Returning
2025-05-01,21,Night,Walk-in,Premium,83.12,6,980.16,Returning
2024-10-01,13,Afternoon,Phone,Basic,12.67,3,70.55,Returning
2024-07-07,15,Afternoon,Walk-in,Deluxe,18.19,6,220.22,New
2025-04-02,13,Afternoon,Phone,Premium,70.1,6,604.7,New
2025-03-14,19,Evening,Social Media,Basic,49.52,5,430.97,New
2024-11-03,14,Afternoon,Walk-in,Deluxe,51.59,4,255.99,Returning
2024-11-04,17,Evening,Online,Premium,91.04,0,0,New
2025-02-02,18,Evening,Phone,Premium,22.08,1,23.16,New
2025-03-12,14,Afternoon,Online,Deluxe,99.82,4,930.79,Returning
2024-07-17,16,Afternoon,Phone,Premium,61.7,2,228.02,New
2025-04-19,19,Evening,Walk-in,Basic,44.33,2,218.26,Returning
2024-07-26,9,Morning,Walk-in,Deluxe,44.01,2,124.42,Returning
2025-04-24,12,Afternoon,Phone,Deluxe,17.85,6,121.96,Returning
2024-09-02,17,Evening,Online,Basic,33.77,2,128.62,Returning
2024-11-16,12,Afternoon,Walk-in,Deluxe,61.17,0,0,Returning
2025-01-12,10,Morning,Online,Basic,60.11,1,73.87,Returning
2024-07-26,18,Evening,Online,Basic,90.98,1,161.88,New
2024-12-23,16,Afternoon,Online,Basic,66.03,3,262.97,Returning
2024-09-17,21,Night,Online,Basic,27.91,2,48.61,New
2024-11-03,21,Night,Walk-in,Basic,36.83,1,50.63,Returning
2024-11-13,21,Night,Walk-in,Deluxe,82.66,0,0,Returning
2024-07-29,12,Afternoon,Online,Deluxe,24.95,1,31.32,New
2024-12-19,20,Evening,Social Media,Deluxe,54.89,2,101.78,New
2024-06-27,20,Evening,Online,Deluxe,74.28,8,1042.88,New
2024-11-08,14,Afternoon,Walk-in,Basic,60.43,0,0,Returning
2024-10-20,9,Morning,Online,Premium,20.97,1,44.91,Returning
2024-08-08,10,Morning,Online,Basic,50.54,3,287.37,Returning
2024-10-09,16,Afternoon,Phone,Premium,43.53,3,131.44,New
2024-06-02,8,Morning,Online,Premium,34.82,4,141.65,Returning
2024-12-28,10,Morning,Walk-in,Deluxe,46.75,4,390.97,New
2025-01-03,17,Evening,Online,Basic,90.62,3,653.43,Returning
2024-08-16,19,Evening,Online,Basic,9.6,3,41.61,Returning
2024-12-21,14,Afternoon,Walk-in,Premium,33.57,4,151.26,Returning
2025-04-29,18,Evening,Phone,Deluxe,37,0,0,Returning
2025-01-01,18,Evening,Walk-in,Basic,58.36,5,559.04,Returning
2025-01-25,18,Evening,Phone,Premium,36.99,5,380.37,New
2024-08-19,17,Evening,Online,Basic,84.25,2,243.12,Returning
2025-05-01,20,Evening,Walk-in,Basic,73.08,1,73.26,New
2025-01-27,14,Afternoon,Walk-in,Deluxe,51.96,3,239.53,Returning
2024-11-15,8,Morning,Phone,Premium,94.32,2,399.6,New
2025-04-03,16,Afternoon,Walk-in,Deluxe,32.66,6,349.4,New
2024-10-31,8,Morning,Social Media,Premium,29.98,1,54.82,New
2024-06-07,9,Morning,Social Media,Deluxe,94.89,2,225.51,New
2024-09-26,10,Morning,Walk-in,Premium,27.89,3,89.35,Returning
2024-06-07,20,Evening,Online,Deluxe,74.77,2,248.7,New
2025-02-12,14,Afternoon,Social Media,Premium,59.44,1,67.84,Returning
2024-06-14,16,Afternoon,Phone,Basic,9.36,2,16.4,New
2024-11-15,18,Evening,Online,Premium,60.28,6,536.45,Returning
2024-08-25,18,Evening,Social Media,Deluxe,68.08,4,447.08,New
2024-06-24,9,Morning,Social Media,Deluxe,55.27,0,0,Returning
2024-08-30,14,Afternoon,Online,Basic,51.46,4,201.04,Returning
2024-06-30,17,Evening,Online,Basic,29.73,2,123.35,Returning
2024-10-06,21,Night,Online,Premium,88.05,7,666.79,Returning
2024-11-05,12,Afternoon,Social Media,Premium,32.7,4,206.5,New
2024-05-13,18,Evening,Online,Deluxe,93.39,3,578.13,New
2024-10-18,19,Evening,Online,Basic,28.12,3,93.95,New
2024-10-28,13,Afternoon,Social Media,Deluxe,56.05,2,268.99,New
2024-06-04,20,Evening,Online,Deluxe,47.74,5,402.77,Returning
2024-06-28,10,Morning,Walk-in,Deluxe,19.81,3,148.52,Returning
2024-12-26,15,Afternoon,Walk-in,Deluxe,31.1,4,224.58,New
2025-01-10,20,Evening,Walk-in,Premium,46.47,3,174.19,Returning
2024-08-08,12,Afternoon,Online,Deluxe,40.66,1,34.48,New
2024-10-16,11,Morning,Online,Deluxe,98.67,1,226.06,Returning
2024-11-07,18,Evening,Walk-in,Deluxe,87.59,6,462.63,Returning
2024-09-18,20,Evening,Online,Premium,66.04,4,363.13,New
2025-04-18,14,Afternoon,Phone,Deluxe,28.37,7,201.49,New
2024-08-06,15,Afternoon,Walk-in,Deluxe,14.14,0,0,Returning
2024-07-25,21,Night,Walk-in,Deluxe,69.55,2,275.26,Returning
2025-03-09,17,Evening,Walk-in,Basic,6.47,2,30.5,New
2024-12-24,18,Evening,Social Media,Deluxe,41.05,2,178.9,New
2024-07-24,8,Morning,Online,Deluxe,39.22,2,71.02,New
2024-09-09,13,Afternoon,Walk-in,Deluxe,66.93,3,308.37,Returning
2024-09-01,12,Afternoon,Phone,Premium,68.63,7,410.68,Returning
2025-03-24,8,Morning,Walk-in,Deluxe,46.44,1,52.89,Returning
2024-07-16,16,Afternoon,Online,Basic,21,2,42.73,Returning
2024-10-06,12,Afternoon,Social Media,Deluxe,21.37,3,78.79,Returning
2024-05-13,8,Morning,Social Media,Deluxe,33.25,1,50.24,Returning
2024-11-02,14,Afternoon,Walk-in,Deluxe,99.16,2,398.35,Returning
2024-06-27,21,Night,Social Media,Deluxe,55.24,3,140.18,Returning
2024-08-20,21,Night,Online,Basic,85.78,4,659.64,New
2024-11-28,9,Morning,Online,Deluxe,41.86,1,87.46,Returning
2024-10-01,15,Afternoon,Walk-in,Premium,54.74,5,374.79,Returning
2024-07-12,13,Afternoon,Walk-in,Premium,54.89,0,0,New
2025-01-25,8,Morning,Online,Basic,98.7,4,469.78,Returning
2024-07-26,8,Morning,Phone,Premium,92.06,5,569.59,Returning
2025-01-03,16,Afternoon,Phone,Basic,15.5,5,153.33,New
2024-05-26,13,Afternoon,Walk-in,Basic,60.53,1,64.3,New
2024-08-08,19,Evening,Online,Deluxe,59.65,3,224.58,New
2024-09-29,18,Evening,Social Media,Premium,10.96,3,33.98,Returning
2025-02-20,8,Morning,Walk-in,Premium,73.83,0,0,New
2024-05-14,8,Morning,Online,Deluxe,60.38,4,537.8,New
2024-05-19,8,Morning,Walk-in,Basic,8.22,8,64.53,Returning
2024-08-29,17,Evening,Phone,Basic,95.65,4,839.2,Returning
2024-05-06,13,Afternoon,Online,Premium,18.41,4,161.42,New
2024-10-10,11,Morning,Social Media,Basic,87.74,4,807.57,New
2024-12-21,9,Morning,Walk-in,Premium,91.47,2,386.78,New
2025-02-17,15,Afternoon,Walk-in,Deluxe,90.65,4,475.21,Returning
2024-05-02,11,Morning,Walk-in,Basic,36.99,4,160.32,New
2025-01-27,13,Afternoon,Online,Basic,6.66,2,13.69,Returning
2024-10-11,17,Evening,Phone,Premium,49.7,3,323.21,Returning
2025-01-16,13,Afternoon,Online,Deluxe,18.35,2,70.44,Returning
2024-11-12,21,Night,Online,Basic,72.33,2,302.76,New
2024-06-07,14,Afternoon,Online,Deluxe,10.79,1,11.75,Returning
2025-02-28,19,Evening,Walk-in,Basic,99.52,4,474.26,Returning
2024-06-09,11,Morning,Walk-in,Deluxe,98.72,3,343.2,New
2025-02-26,21,Night,Online,Premium,90.93,3,679.68,Returning
2024-09-01,13,Afternoon,Walk-in,Deluxe,17.91,3,103.8,Returning
2024-10-25,10,Morning,Phone,Basic,37.79,0,0,New
2024-05-29,19,Evening,Online,Premium,52.15,3,242.03,New
2024-08-06,12,Afternoon,Phone,Deluxe,28.58,3,177,New
2024-08-14,20,Evening,Online,Deluxe,41.4,3,157.72,Returning
2024-07-19,18,Evening,Online,Deluxe,45.43,2,173.35,New
2024-12-05,16,Afternoon,Social Media,Deluxe,58.31,2,106.83,New
2024-06-03,19,Evening,Walk-in,Basic,68.68,2,169.15,Returning
2025-03-11,18,Evening,Walk-in,Deluxe,12.27,3,45.15,New
2024-08-25,11,Morning,Online,Basic,47.63,2,154.08,Returning
2024-10-16,18,Evening,Social Media,Premium,39.54,3,157.9,New
2024-11-03,16,Afternoon,Phone,Premium,78.53,0,0,Returning
2024-10-01,12,Afternoon,Walk-in,Premium,27.97,1,42.38,New
2025-01-08,17,Evening,Online,Premium,95.54,1,191.8,Returning
2024-05-07,20,Evening,Walk-in,Basic,99.96,6,1161.24,New
2024-11-13,9,Morning,Online,Deluxe,82.86,4,363.82,Returning
2025-03-10,9,Morning,Online,Basic,86.82,4,565.8,New
2024-09-30,10,Morning,Social Media,Basic,19.47,5,223.7,Returning
2024-07-27,15,Afternoon,Online,Basic,81.81,5,785.84,Returning
2024-11-02,21,Night,Walk-in,Basic,20.72,1,19.89,Returning
2025-03-02,11,Morning,Walk-in,Premium,92.83,6,1142.58,New
2024-05-23,17,Evening,Walk-in,Deluxe,88.55,2,374.61,Returning
2024-11-14,20,Evening,Online,Deluxe,83.45,5,701.3,New
2024-08-29,18,Evening,Phone,Premium,76.7,3,334.6,Returning
2025-03-14,8,Morning,Social Media,Deluxe,68.34,5,667.74,Returning
2025-03-03,13,Afternoon,Online,Basic,25.29,1,29.12,Returning
2024-08-10,11,Morning,Social Media,Deluxe,23.17,2,81.43,New
2024-08-26,8,Morning,Walk-in,Basic,63.53,4,624.18,New
2024-05-16,9,Morning,Online,Deluxe,26.86,2,90.45,New
2024-10-31,19,Evening,Walk-in,Basic,43.91,4,326.59,Returning
2025-01-31,20,Evening,Phone,Premium,10.48,6,111.81,Returning
2024-05-30,13,Afternoon,Online,Basic,17.02,1,21.71,New
2024-09-23,13,Afternoon,Phone,Deluxe,53.1,3,315.95,Returning
2024-07-08,8,Morning,Online,Basic,11.89,3,45.75,New
2024-10-14,17,Evening,Phone,Premium,51.29,4,221.18,New
2024-12-02,17,Evening,Phone,Premium,63.64,3,464.18,Returning
2024-07-05,16,Afternoon,Online,Basic,63.96,3,387.47,Returning
2024-05-09,8,Morning,Online,Premium,76.83,0,0,Returning
2025-03-05,10,Morning,Online,Basic,98.86,5,775.21,New
2024-11-20,21,Night,Walk-in,Deluxe,69.81,4,300.29,Returning
2024-07-16,8,Morning,Phone,Premium,11.97,0,0,New
2024-08-28,15,Afternoon,Online,Basic,49.87,0,0,New
2024-12-07,17,Evening,Phone,Premium,28.41,2,128.2,Returning
2025-03-12,9,Morning,Online,Premium,44.08,3,272.42,Returning
2024-12-04,8,Morning,Walk-in,Basic,61.47,4,340.03,New
2024-09-13,15,Afternoon,Online,Premium,62.97,5,409.4,New
2024-08-30,19,Evening,Walk-in,Premium,71,5,696.4,Returning
2025-04-23,13,Afternoon,Walk-in,Deluxe,69.3,4,290.38,New
2025-02-19,17,Evening,Online,Premium,69.29,2,298.05,Returning
2024-09-02,21,Night,Walk-in,Basic,20.99,2,39.06,New
2025-02-13,8,Morning,Online,Deluxe,97.21,5,910.61,Returning
2024-11-17,21,Night,Walk-in,Deluxe,56.72,5,587.07,Returning
2024-05-30,16,Afternoon,Walk-in,Deluxe,80.64,4,724.97,Returning
2024-05-16,10,Morning,Social Media,Basic,88.92,3,394.04,New
2024-10-08,13,Afternoon,Phone,Basic,56.44,5,388.96,Returning
2024-10-23,17,Evening,Online,Basic,81.23,3,500.09,Returning
2025-01-24,20,Evening,Walk-in,Basic,46.8,1,52.72,New
2025-04-16,20,Evening,Online,Basic,22.55,5,219.19,Returning
2025-01-03,15,Afternoon,Online,Deluxe,12.46,4,86.33,Returning
2024-11-01,9,Morning,Walk-in,Basic,21.94,5,268.79,Returning
2024-07-02,20,Evening,Walk-in,Deluxe,69.71,3,243.05,Returning
2024-05-07,18,Evening,Online,Premium,62.24,1,123.19,Returning
2025-03-13,20,Evening,Online,Premium,54.68,2,95.69,Returning
2025-02-07,9,Morning,Online,Premium,44.22,4,185.59,Returning
2025-04-05,16,Afternoon,Online,Basic,14.43,4,101.43,New
2025-01-25,9,Morning,Walk-in,Deluxe,66.54,4,510.43,New
2024-08-18,16,Afternoon,Online,Premium,69.88,4,588.1,Returning
2025-01-07,16,Afternoon,Online,Deluxe,6.75,3,33.79,New
2025-04-30,15,Afternoon,Walk-in,Deluxe,24.03,3,103.65,Returning
2025-03-12,16,Afternoon,Phone,Basic,10.9,4,60.96,New
2024-05-26,18,Evening,Online,Premium,8.93,3,25.66,New
2025-04-16,20,Evening,Walk-in,Deluxe,5.51,3,20.35,New
2024-09-20,16,Afternoon,Walk-in,Premium,67.65,6,412.63,Returning
2024-12-02,19,Evening,Online,Deluxe,44.8,7,473.55,New
2024-05-18,14,Afternoon,Online,Deluxe,54.3,2,221.79,New
2025-01-18,8,Morning,Online,Deluxe,79.83,3,481.89,Returning
2025-04-03,9,Morning,Online,Premium,54.88,4,443.02,New
2024-09-04,9,Morning,Phone,Premium,63.85,2,107.51,New
2024-09-17,11,Morning,Walk-in,Premium,19.99,1,37.38,Returning
2024-12-06,11,Morning,Online,Premium,89.29,2,151.11,Returning
2024-07-23,19,Evening,Walk-in,Premium,91.48,2,354.13,New
2024-05-15,19,Evening,Social Media,Premium,36.83,2,78.94,Returning
2024-09-02,16,Afternoon,Online,Deluxe,80.37,6,933.78,Returning
2025-03-19,16,Afternoon,Walk-in,Deluxe,80.69,4,516.91,Returning
2025-02-23,14,Afternoon,Online,Premium,49.43,3,174.4,New
2024-09-16,11,Morning,Walk-in,Basic,98.55,2,170.57,Returning
2024-11-14,13,Afternoon,Social Media,Deluxe,8.63,3,50.11,Returning
2025-04-24,21,Night,Phone,Deluxe,38.32,6,223.38,New
2025-01-09,14,Afternoon,Walk-in,Deluxe,43.14,3,229.24,New
2024-11-18,10,Morning,Walk-in,Basic,79.32,2,373.09,Returning
2024-10-25,12,Afternoon,Social Media,Premium,10.94,3,49.89,New
2024-07-05,9,Morning,Online,Deluxe,29.52,4,217,Returning
2024-06-08,20,Evening,Online,Premium,16.31,6,120.57,Returning
2025-03-09,15,Afternoon,Walk-in,Deluxe,52.26,3,327.95,Returning
2024-05-07,17,Evening,Walk-in,Premium,27.69,6,282.78,Returning
2024-08-19,17,Evening,Online,Deluxe,20.22,2,57.11,Returning
2024-08-11,11,Morning,Walk-in,Basic,22.72,5,242.84,New
2025-03-04,13,Afternoon,Online,Basic,81.62,0,0,Returning
2024-08-22,18,Evening,Online,Premium,84.22,6,998.71,Returning
2024-06-28,20,Evening,Walk-in,Basic,92.74,5,383.61,Returning
2024-09-04,17,Evening,Walk-in,Deluxe,81.42,3,514.55,Returning
2024-12-06,9,Morning,Online,Premium,13.99,1,28.5,Returning
2025-04-30,19,Evening,Walk-in,Basic,63.42,1,148.42,New
2024-08-29,12,Afternoon,Online,Deluxe,84.9,3,360.13,New
2024-11-11,21,Night,Walk-in,Basic,54.87,3,148.62,New
2024-08-02,17,Evening,Walk-in,Premium,50.06,5,206.22,Returning
2024-06-16,10,Morning,Phone,Premium,84.41,0,0,Returning
2024-08-05,18,Evening,Social Media,Basic,89.7,5,1031.81,Returning
2024-10-08,16,Afternoon,Online,Basic,99.39,1,167.07,Returning
2024-06-03,8,Morning,Online,Premium,71.93,1,142.24,New
2024-12-13,10,Morning,Walk-in,Premium,52.34,3,231.72,Returning
2024-09-11,13,Afternoon,Social Media,Premium,49.3,2,161.58,New
2024-11-26,12,Afternoon,Walk-in,Deluxe,91.26,5,445.83,Returning
2024-12-29,18,Evening,Online,Premium,67.05,3,175.92,Returning
2025-03-11,11,Morning,Online,Basic,83.88,2,363.08,New
2024-08-05,11,Morning,Online,Deluxe,24.97,0,0,Returning
2025-03-07,10,Morning,Online,Deluxe,68.19,1,102.32,New
2025-02-02,20,Evening,Online,Premium,8.67,4,47.82,New
2024-08-13,8,Morning,Walk-in,Premium,36.35,2,96.75,New
2024-06-28,17,Evening,Online,Basic,73.9,5,538.43,New
2025-01-15,16,Afternoon,Online,Premium,67.8,3,249.26,New
2025-02-17,17,Evening,Phone,Premium,19.12,2,40.21,Returning
2025-03-20,9,Morning,Phone,Basic,75.88,5,694.19,Returning
2025-03-19,15,Afternoon,Online,Deluxe,82.08,5,710.08,Returning
2025-02-26,19,Evening,Phone,Premium,29.61,1,70.6,New
2024-08-06,15,Afternoon,Social Media,Premium,81.97,1,166.57,New
2025-03-09,10,Morning,Phone,Basic,13.83,3,88.41,New
2024-12-06,14,Afternoon,Online,Premium,31.75,1,27.64,Returning
2025-04-13,14,Afternoon,Online,Basic,89.83,1,127.72,New
2024-08-28,11,Morning,Walk-in,Deluxe,86.13,2,396.77,New
2024-05-27,14,Afternoon,Online,Deluxe,61.59,1,67.12,New
2024-12-17,14,Afternoon,Online,Deluxe,98.15,2,324.96,Returning
2025-04-09,19,Evening,Walk-in,Deluxe,47.21,1,47.3,Returning
2024-09-21,19,Evening,Walk-in,Basic,99.46,2,241.28,Returning
2024-09-03,14,Afternoon,Online,Deluxe,92.05,4,633.51,New
2024-10-18,10,Morning,Walk-in,Premium,86.17,1,204.8,New
2024-09-17,15,Afternoon,Online,Basic,29.06,0,0,Returning
2024-07-19,11,Morning,Social Media,Deluxe,70.2,0,0,Returning
2025-02-13,18,Evening,Phone,Premium,43.37,5,471.99,New
2024-05-13,11,Morning,Phone,Premium,20.97,5,188.25,Returning
2024-06-16,13,Afternoon,Walk-in,Deluxe,34.11,0,0,Returning
2025-02-02,20,Evening,Social Media,Deluxe,73.09,4,327.63,Returning
2024-07-09,21,Night,Online,Premium,71.57,5,300.81,New
2024-09-06,9,Morning,Social Media,Deluxe,71.01,4,399.56,Returning
2024-11-27,16,Afternoon,Phone,Deluxe,53.36,1,50.4,New
2025-03-21,13,Afternoon,Online,Basic,92.14,4,484.97,New
2024-09-13,19,Evening,Online,Premium,25.08,5,298.9,Returning
2025-03-24,15,Afternoon,Phone,Deluxe,71.74,3,521.54,Returning
2024-08-29,11,Morning,Walk-in,Basic,73.52,3,373.03,New
2024-07-27,19,Evening,Walk-in,Premium,67.43,2,322.88,Returning
2024-05-20,8,Morning,Online,Basic,28.81,3,89.76,New
2025-02-26,17,Evening,Online,Basic,80.77,3,580.87,Returning
2025-04-10,14,Afternoon,Walk-in,Deluxe,98.97,2,464.34,New
2025-01-16,10,Morning,Online,Premium,60.42,3,437.23,New
2024-06-20,12,Afternoon,Phone,Basic,32.66,1,32.37,Returning
2024-12-03,15,Afternoon,Online,Deluxe,64.28,4,299.03,New
2024-12-15,14,Afternoon,Online,Premium,64.26,4,587.48,New
2024-06-10,18,Evening,Walk-in,Premium,69.55,1,128.45,Returning
2025-01-11,14,Afternoon,Phone,Basic,99,4,641.51,New
2025-02-25,20,Evening,Phone,Deluxe,60.63,2,250.28,New
2024-07-20,16,Afternoon,Walk-in,Premium,56.54,6,694.58,New
2024-08-24,15,Afternoon,Online,Basic,94.37,3,264.84,New
2024-09-18,12,Afternoon,Phone,Premium,6.87,1,12.98,Returning
2024-05-17,8,Morning,Online,Premium,79.51,0,0,New
2025-03-20,8,Morning,Walk-in,Deluxe,75.82,2,267.55,Returning
2024-06-19,8,Morning,Walk-in,Deluxe,13.26,1,14.52,New
2024-08-26,19,Evening,Social Media,Premium,99.7,2,451.84,Returning
2024-09-19,18,Evening,Online,Premium,66.55,2,297.42,Returning
2025-03-04,18,Evening,Walk-in,Deluxe,45.01,2,135.42,Returning
2024-08-10,18,Evening,Online,Deluxe,84.51,3,209.66,Returning
2025-03-27,20,Evening,Walk-in,Deluxe,53.86,7,374.38,New
2024-11-21,16,Afternoon,Phone,Deluxe,82.71,1,73.72,New
2025-02-22,19,Evening,Walk-in,Premium,36.67,4,179.5,New
2025-02-27,11,Morning,Social Media,Premium,34.6,2,102.38,New
2024-05-03,16,Afternoon,Online,Premium,67.6,1,166.98,New
2024-08-13,16,Afternoon,Walk-in,Premium,10.15,3,55.12,Returning
2024-10-02,21,Night,Online,Deluxe,56.56,3,326.11,Returning
2024-11-29,8,Morning,Walk-in,Basic,16.74,2,56.8,Returning
2025-03-24,21,Night,Phone,Deluxe,90.62,2,153.8,Returning
2024-11-17,17,Evening,Social Media,Premium,93.3,7,1545.23,Returning
2024-07-26,20,Evening,Phone,Basic,26.38,5,255.29,Returning
2025-03-24,19,Evening,Online,Basic,5.8,1,8.92,Returning
2024-07-10,18,Evening,Online,Premium,45.33,4,237.13,New
2024-09-24,11,Morning,Phone,Basic,65.13,3,261.64,New
2024-09-15,19,Evening,Social Media,Deluxe,37.46,3,215.89,Returning
2025-02-11,15,Afternoon,Social Media,Premium,25.25,3,73.53,New
2024-08-09,11,Morning,Walk-in,Premium,39.92,7,337.71,Returning
2025-01-14,17,Evening,Walk-in,Premium,25.45,6,255.2,New
2024-05-20,19,Evening,Social Media,Premium,95.2,3,421.65,Returning
2024-10-03,15,Afternoon,Online,Deluxe,55.52,3,172.36,New
2024-06-23,19,Evening,Phone,Basic,86.85,3,572.73,New
2024-08-05,16,Afternoon,Walk-in,Deluxe,45.71,3,297.32,Returning
2024-07-30,17,Evening,Online,Basic,24.2,2,95.62,New
2025-01-04,12,Afternoon,Online,Deluxe,54.72,2,243.21,New
2024-11-22,13,Afternoon,Social Media,Basic,49.37,3,166.78,New
2024-10-05,20,Evening,Online,Basic,54.18,3,361.63,New
2024-11-13,21,Night,Phone,Premium,52.47,1,127.68,Returning
2024-05-07,21,Night,Phone,Premium,85.64,3,510.61,Returning
2024-07-31,9,Morning,Walk-in,Deluxe,79.42,6,440.11,New
2024-10-30,19,Evening,Walk-in,Premium,91.84,2,349.28,New
2025-03-26,20,Evening,Phone,Premium,63.54,5,734.92,New
2024-07-27,16,Afternoon,Walk-in,Deluxe,99.81,2,280.03,Returning
2024-09-03,18,Evening,Online,Basic,75.73,2,148.89,Returning
2024-10-17,12,Afternoon,Walk-in,Basic,94.62,5,1080.67,Returning
2024-11-27,20,Evening,Online,Basic,89.52,5,1013.1,New
2024-12-01,11,Morning,Walk-in,Premium,62.56,7,383.16,New
2024-09-21,18,Evening,Online,Deluxe,77.44,2,297.26,New
2025-04-05,13,Afternoon,Online,Basic,72.2,3,311.18,Returning
2024-07-01,12,Afternoon,Online,Basic,96.36,2,273.51,Returning
2025-03-24,12,Afternoon,Walk-in,Premium,33.86,5,327.55,Returning
2025-04-16,16,Afternoon,Online,Premium,93.18,3,614.63,New
2024-10-13,8,Morning,Online,Basic,77.6,4,437.74,New
2024-07-19,8,Morning,Walk-in,Deluxe,37.99,1,46.61,Returning
2024-09-03,19,Evening,Online,Basic,16.26,0,0,New
2025-03-19,19,Evening,Online,Premium,90.18,3,425.4,Returning
2024-07-09,9,Morning,Online,Basic,74.05,1,173.6,Returning
2024-09-22,12,Afternoon,Walk-in,Premium,57.68,5,305.45,Returning
2025-03-16,20,Evening,Online,Premium,63.93,2,131.77,Returning
2025-02-28,17,Evening,Social Media,Deluxe,13.08,4,71.32,New
2024-10-25,17,Evening,Social Media,Premium,43.3,4,355.86,Returning
2024-06-02,21,Night,Social Media,Deluxe,65.98,2,324.47,New
2025-04-23,21,Night,Walk-in,Premium,76.79,3,435.38,New
2024-07-16,14,Afternoon,Online,Basic,71.23,1,151.02,Returning
2024-05-23,10,Morning,Online,Deluxe,43,1,81.13,Returning
2024-09-25,12,Afternoon,Phone,Deluxe,6.14,3,31.21,New
2024-09-23,15,Afternoon,Walk-in,Deluxe,19.28,2,31.9,New
2025-04-03,10,Morning,Online,Premium,64.54,2,189.67,Returning
2024-09-05,14,Afternoon,Walk-in,Deluxe,38.69,4,251.39,Returning
2025-01-29,21,Night,Phone,Basic,87.84,4,361.14,Returning
2024-07-25,14,Afternoon,Walk-in,Basic,17.89,2,39.31,New
2024-05-07,20,Evening,Walk-in,Basic,8.43,8,133.35,New
2024-05-25,8,Morning,Walk-in,Premium,71.36,5,747.91,New
2025-01-20,8,Morning,Phone,Premium,39.16,4,137.64,New
2024-09-03,11,Morning,Online,Basic,63.92,1,116.28,Returning
2024-08-03,19,Evening,Online,Deluxe,28.93,3,97.06,Returning
2024-07-02,11,Morning,Social Media,Premium,82.35,3,430.86,Returning
2025-04-29,13,Afternoon,Walk-in,Deluxe,71.19,2,154.79,Returning
2025-02-06,17,Evening,Walk-in,Basic,89.42,5,884.83,New
2024-09-25,19,Evening,Online,Premium,58.27,1,51.09,Returning
2024-07-26,8,Morning,Social Media,Premium,85.72,7,1320.94,Returning
2024-12-25,15,Afternoon,Walk-in,Basic,67.82,2,327.39,Returning
2024-08-04,15,Afternoon,Walk-in,Deluxe,99.91,3,528.91,New
2024-11-18,19,Evening,Online,Premium,52.43,4,275.83,New
2024-08-29,20,Evening,Walk-in,Deluxe,28.99,2,127.62,Returning
2024-12-23,18,Evening,Walk-in,Premium,68.71,4,535.36,New
2025-04-25,8,Morning,Online,Premium,98.45,2,401.98,Returning
2024-10-30,18,Evening,Phone,Basic,73.93,2,262.28,Returning
2025-04-11,15,Afternoon,Walk-in,Deluxe,96.18,0,0,New
2025-02-08,15,Afternoon,Phone,Premium,60.01,2,294.94,Returning
2025-02-22,14,Afternoon,Phone,Deluxe,30.49,3,138.01,Returning
2024-11-09,13,Afternoon,Online,Premium,75.87,1,146.34,New
2024-07-16,13,Afternoon,Online,Premium,98.83,2,297.83,New
2024-10-28,17,Evening,Walk-in,Deluxe,16.56,1,40.65,New
2024-11-26,13,Afternoon,Online,Premium,55.21,4,269.15,Returning
2024-05-04,15,Afternoon,Online,Premium,65,4,390.19,New
2025-02-19,13,Afternoon,Online,Deluxe,49.93,2,200.33,New
2024-06-04,17,Evening,Walk-in,Premium,38.4,5,463.06,New
2024-08-19,17,Evening,Online,Premium,76.44,3,418.59,New
2025-02-27,16,Afternoon,Online,Deluxe,25.02,6,286.14,Returning
2024-10-14,20,Evening,Walk-in,Premium,46.28,0,0,New
2025-04-02,8,Morning,Walk-in,Basic,47.55,1,86.8,New
2025-04-23,8,Morning,Online,Premium,37.07,5,294.48,Returning
2024-10-23,20,Evening,Online,Basic,30.06,4,188.06,Returning
2024-08-16,21,Night,Phone,Basic,58.58,5,338.13,Returning
2024-06-19,11,Morning,Social Media,Deluxe,82.48,3,213.53,Returning
2024-06-14,18,Evening,Online,Premium,28.03,5,268.92,Returning
2024-10-14,17,Evening,Online,Basic,20.76,6,156.7,Returning
